total_estimate_educational_attainment_population_25_years_and_over,percent_below_poverty_level_estimate_age_65_years_and_over,"percent_below_poverty_level_estimate_worked_full-time,_year-round_in_the_past_12_months",total_estimate_age_18_to_64_years,total_estimate_employment_status_civilian_labor_force_16_years_and_over,total_estimate_population_for_whom_poverty_status_is_determined,percent_below_poverty_level_estimate_age_under_18_years,percent_below_poverty_level_estimate_population_for_whom_poverty_status_is_determined,total_estimate_sex_female,total_estimate_work_experience_population_16_years_and_over,total_estimate_mean_income_deficit_for_unrelated_individuals_(dollars),total_estimate_age_under_18_years,total_estimate_sex_male,total_estimate_age_65_years_and_over,percent_below_poverty_level_estimate_age_18_to_64_years,Year,city_name
2896740,8.6,4.5,2670793,2144648,4406256,24.7,17.2,2233048,3425613,7207.0,1105119,2173208,630344,16.1,2014,"Phoenix, AZ"
57801,8.9,3.5,51417,38684,86078,44.4,26.2,44139,67570,5478.0,20862,41939,13799,23.6,2014,"Pine Bluff, AR"
66276,7.2,2.9,50434,41448,91953,28.4,17.3,47150,74276,7854.0,20067,44803,21452,17.2,2014,"Pinehurst, NC"
1671653,7.8,3.2,1429303,1211462,2296950,17.5,12.4,1183447,1901494,6469.0,448227,1113503,419420,12.2,2014,"Pittsburgh, PA"
90883,7.1,1.4,74888,68038,122494,20.7,12.4,62374,103155,5886.0,22409,60120,25197,11.8,2014,"Pittsfield, MA"
51326,7.3,1.8,48225,38560,74047,17.1,17.1,36973,61820,7713.0,14017,37074,11805,19.5,2014,"Plattsburgh, NY"
50946,5.7,10.2,48681,39520,80780,18.9,16.9,41270,61564,6729.0,21631,39510,10468,18.5,2014,"Pocatello, ID"
212831,42.6,19.0,192153,105100,321886,64.5,51.6,166635,256882,7185.0,75835,155251,53898,49.1,2014,"Ponce, PR"
53381,6.3,2.5,39899,31855,71252,33.2,16.7,36082,60719,7181.0,12292,35170,19061,16.6,2014,"Port Angeles, WA"
372691,7.3,4.7,323935,288510,511771,14.0,11.0,264219,422793,6038.0,100411,247552,87425,11.1,2014,"Portland, ME"
1605842,8.3,3.3,1487426,1237298,2311902,17.3,13.6,1168255,1851670,6696.0,518110,1143647,306366,13.4,2014,"Portland, OR"
321750,6.5,2.2,245098,195627,438705,24.7,15.3,225585,365021,7089.0,85012,213120,108595,15.9,2014,"Port St. Lucie, FL"
51088,11.5,15.3,44974,30567,73194,39.3,28.6,37414,58723,5951.0,16223,35780,11997,29.3,2014,"Portsmouth, OH"
100764,9.6,2.4,83533,68270,138424,17.2,13.1,70140,114018,6207.0,27963,68284,26928,12.8,2014,"Pottsville, PA"
163842,8.5,3.1,116977,87078,215028,21.7,15.5,110378,183479,6699.0,37088,104650,60963,17.2,2014,"Prescott, AZ"
1090882,10.2,2.3,985413,842547,1554413,18.9,13.6,801659,1266658,6096.0,326150,752754,242850,12.7,2014,"Providence, RI"
276915,4.8,7.2,321100,260891,560089,11.0,12.5,278371,380105,7352.0,198081,281718,40908,14.5,2014,"Provo, UT"
105211,11.1,3.9,93626,73384,156874,24.7,18.8,80198,124034,6970.0,36809,76676,26439,18.6,2014,"Pueblo, CO"
134269,6.8,4.4,81907,65728,165169,15.7,10.7,84507,146522,6748.0,21232,80662,62030,12.4,2014,"Punta Gorda, FL"
51317,7.7,0.7,44378,39415,74044,23.2,14.1,37271,59240,6085.0,16635,36773,13031,12.5,2014,"Quincy, IL"
128804,8.0,4.9,115614,98331,189879,16.3,12.8,97560,150389,6560.0,45266,92319,28999,12.6,2014,"Racine, WI"
806619,7.1,3.7,778858,667855,1216904,16.0,12.2,625160,938953,6480.0,309435,591744,128611,11.6,2014,"Raleigh, NC"
95028,7.6,6.6,86116,74470,140171,16.0,11.9,70586,110040,5405.0,33044,69585,21011,11.3,2014,"Rapid City, SD"
274272,7.8,2.5,242914,212985,400425,22.4,14.7,203002,318160,6995.0,93602,197423,63909,13.5,2014,"Reading, PA"
124784,6.8,4.3,105101,77674,177388,13.7,13.8,91352,144483,6193.0,38230,86036,34057,16.1,2014,"Redding, CA"
301087,7.6,4.7,276816,228117,439217,18.8,15.5,219065,353333,7616.0,97369,220152,65032,16.2,2014,"Reno, NV"
45165,9.3,8.7,38480,31544,65269,21.0,16.8,33518,51928,6736.0,14998,31751,11791,17.5,2014,"Richmond, IN"
838539,6.5,3.8,777020,669645,1221564,19.9,12.8,634816,975395,6688.0,276160,586748,168384,11.6,2014,"Richmond, VA"
64422,8.8,9.0,62328,49150,97044,24.4,20.5,49633,77850,5870.0,21149,47411,13567,21.7,2014,"Richmond, KY"
2720666,10.9,4.7,2666047,2012274,4350099,26.0,18.7,2206602,3324754,7433.0,1166401,2143497,517651,17.1,2014,"Riverside, CA"
216925,7.6,2.5,184931,157211,304377,23.1,14.3,156545,248566,6309.0,63432,147832,56014,13.4,2014,"Roanoke, VA"
48624,14.2,12.7,41355,30523,71193,27.6,21.3,36847,56226,5210.0,16304,34346,13534,21.1,2014,"Roanoke Rapids, NC"
142417,5.8,1.6,127779,116859,209860,13.4,9.5,106485,163245,5954.0,51721,103375,30360,8.8,2014,"Rochester, MN"
724899,6.3,2.9,652075,551501,1046338,21.5,14.1,539612,846029,6434.0,227206,506726,167057,13.5,2014,"Rochester, NY"
225904,7.7,2.5,204764,176441,336294,25.0,16.3,172623,265665,6786.0,80215,163671,51315,15.0,2014,"Rockford, IL"
98915,11.5,4.9,88525,67426,146345,28.1,20.3,76062,116818,5346.0,33825,70283,23995,19.7,2014,"Rocky Mount, NC"
61276,11.7,3.5,55551,43049,92155,26.1,20.8,47315,72907,6710.0,22427,44840,14177,21.0,2014,"Rome, GA"
77896,8.8,9.9,60827,44724,105214,29.4,20.1,53515,88830,6314.0,19524,51699,24863,21.8,2014,"Roseburg, OR"
40293,18.0,14.0,37049,27898,64143,38.3,24.6,32711,48700,6095.0,17443,31432,9651,19.9,2014,"Roswell, NM"
54368,10.0,5.5,48898,37725,81683,25.0,17.0,40555,63091,5578.0,20188,41128,12597,15.5,2014,"Russellville, AR"
1471193,9.2,4.5,1378419,1080275,2207698,20.7,16.4,1133878,1747048,7002.0,521201,1073820,308078,16.4,2014,"Sacramento, CA"
129267,6.7,3.7,114571,89793,189233,22.5,16.6,98567,152234,7070.0,42427,90666,32235,17.2,2014,"Saginaw, MI"
118832,12.2,5.4,116084,104426,183813,14.9,14.6,91759,145120,5817.0,43441,92054,24288,14.9,2014,"St. Cloud, MN"
94770,7.1,4.8,78509,62607,150039,15.0,12.0,76286,112521,6902.0,41808,73753,29722,12.2,2014,"St. George, UT"
79936,9.9,2.9,72814,61657,118968,27.3,16.6,61393,93650,6626.0,27763,57575,18391,14.2,2014,"St. Joseph, MO"
1888151,7.4,3.6,1719645,1443460,2747601,18.4,13.0,1421879,2195003,6731.0,626859,1325722,401097,12.3,2014,"St. Louis, MO"
71381,9.2,2.4,61792,50818,101989,21.6,15.2,52058,82543,6340.0,21969,49931,18228,14.7,2014,"Salem, OH"
256024,9.2,4.4,235384,188192,394002,22.5,16.7,200965,306886,6513.0,98945,193037,59673,16.2,2014,"Salem, OR"
260892,9.7,5.5,251543,187096,413762,26.6,17.2,206515,312179,6214.0,112382,207247,49837,14.5,2014,"Salinas, CA"
264710,6.9,2.6,220345,188446,376207,20.9,14.0,193916,307655,7064.0,76367,182291,79495,14.2,2014,"Salisbury, MD"
703919,6.9,3.5,704556,604095,1138589,15.0,11.4,568155,845643,6931.0,325480,570434,108553,10.5,2014,"Salt Lake City, UT"
73752,12.1,3.3,68161,53882,112786,18.7,15.1,57159,88390,6741.0,27645,55627,16980,14.4,2014,"San Angelo, TX"
1465948,9.9,3.9,1416385,1130721,2283600,24.2,16.7,1165652,1757370,7000.0,593417,1117948,273798,14.8,2014,"San Antonio, TX"
2142724,9.5,2.7,2055918,1619194,3183055,18.9,14.7,1601910,2547124,7594.0,718668,1581145,408469,14.2,2014,"San Diego, CA"
52697,7.2,5.4,44926,38764,74660,22.4,14.0,37625,61304,7041.0,15682,37035,14052,13.1,2014,"Sandusky, OH"
3249663,8.6,2.3,2974504,2499117,4530675,12.9,10.9,2296276,3703903,6961.0,924941,2234399,631230,10.7,2014,"San Francisco, CA"
91687,51.5,13.0,77705,34305,131817,56.7,54.6,67470,108894,6838.0,26094,64347,28018,55.0,2014,"San Germ?n, PR"
1320541,9.3,2.3,1242022,1037667,1922770,9.4,8.7,957669,1522768,7323.0,447469,965101,233279,8.3,2014,"San Jose, CA"
1511127,36.9,6.7,1362353,868450,2224117,55.3,42.3,1168453,1806550,7339.0,483306,1055664,378458,39.2,2014,"San Juan, PR"
179428,6.1,3.9,164769,129829,263065,15.5,14.8,133045,219359,7518.0,49932,130020,48364,17.2,2014,"San Luis Obispo, CA"
174835,7.4,7.1,172106,140341,261425,21.0,16.8,130173,214327,7427.0,53527,131252,35792,17.4,2014,"Santa Cruz, CA"
106447,6.3,4.0,88435,74525,145463,20.8,14.2,75240,120921,7036.0,28163,70223,28865,14.7,2014,"Santa Fe, NM"
266868,6.5,4.5,265238,216201,421761,24.5,18.0,213697,335896,7799.0,96452,208064,60071,18.2,2014,"Santa Maria, CA"
350074,7.9,4.9,311319,265978,494238,12.8,11.3,251908,403925,6702.0,101967,242330,80952,11.6,2014,"Santa Rosa, CA"
238516,7.4,5.8,227332,181047,357913,23.1,15.3,184504,282546,7034.0,84150,173409,46431,14.1,2014,"Savannah, GA"
385248,8.7,3.3,329204,269815,538929,22.7,15.5,276043,442828,6210.0,108892,262886,100833,15.2,2014,"Scranton, PA"
49968,14.3,6.1,44689,33615,74665,27.1,21.1,37901,58573,5977.0,18411,36764,11565,20.5,2014,"Searcy, AR"
2506092,8.7,3.0,2376374,1967823,3614260,14.4,11.3,1809590,2905223,6882.0,798060,1804670,439826,10.7,2014,"Seattle, WA"
108355,8.7,7.3,74831,60984,143472,24.6,15.1,74963,120658,7093.0,25232,68509,43409,15.7,2014,"Sebastian, FL"
73319,9.6,0.0,46578,37088,97201,26.3,18.1,49625,80959,5936.0,18023,47576,32600,20.9,2014,"Sebring, FL"
53732,5.8,5.7,43718,32186,74635,20.3,18.8,37619,61860,7322.0,15100,37016,15817,23.1,2014,"Seneca, SC"
65857,7.0,6.6,57442,46917,93975,25.0,19.0,47009,76405,6849.0,19842,46966,16691,20.5,2014,"Sevierville, TN"
45250,7.4,8.1,40612,31320,68589,24.9,17.1,35374,53123,5873.0,16948,33215,11029,16.4,2014,"Shawnee, OK"
78598,4.3,6.1,68679,63251,112050,11.6,8.1,56087,89369,5769.0,25601,55963,17770,7.8,2014,"Sheboygan, WI"
65611,11.2,0.5,57326,43124,95276,31.1,21.2,50156,75977,6849.0,21298,45120,16652,20.5,2014,"Shelby, NC"
82201,8.2,9.8,71700,59956,120576,22.6,15.3,61901,94894,6495.0,28841,58675,20035,14.4,2014,"Sherman, TX"
65321,17.4,8.5,58350,39213,104802,35.0,28.8,53602,78077,6655.0,29566,51200,16886,28.9,2014,"Show Low, AZ"
289616,10.5,4.8,266615,200954,436241,32.7,21.4,226268,339871,6568.0,107391,209973,62235,19.4,2014,"Shreveport, LA"
82898,13.8,5.6,66457,47477,119430,24.6,18.4,61898,93945,6826.0,28168,57532,24805,17.5,2014,"Sierra Vista, AZ"
107276,8.5,1.8,97839,90080,165003,19.6,13.0,84233,127386,6229.0,43137,80770,24027,11.3,2014,"Sioux City, IA"
158892,9.6,3.0,150012,144612,242617,11.8,9.7,122490,185881,6732.0,63412,120127,29193,8.8,2014,"Sioux Falls, SD"
52327,8.7,0.6,42812,35593,71171,20.3,12.1,35912,59631,6897.0,13557,35259,14802,10.7,2014,"Somerset, PA"
207665,6.8,4.1,185974,159669,307125,26.9,16.7,157268,240762,6956.0,74192,149857,46959,15.2,2014,"South Bend, IN"
210693,9.5,4.6,190605,151177,312838,28.2,17.8,161706,246426,6976.0,74088,151132,48145,15.9,2014,"Spartanburg, SC"
357846,9.2,2.8,324339,247891,526923,21.3,16.9,267620,420206,6645.0,120365,259303,82219,17.3,2014,"Spokane, WA"
142376,6.0,2.9,126936,110458,206736,24.6,15.8,107530,165230,7097.0,46990,99206,32810,15.1,2014,"Springfield, IL"
404142,10.2,2.4,373652,313073,591918,23.8,17.4,308226,480281,6187.0,127195,283692,91071,17.0,2014,"Springfield, MA"
290863,8.2,3.9,268530,215497,434916,23.8,18.8,221769,346389,6971.0,99041,213147,67345,19.6,2014,"Springfield, MO"
91919,7.0,2.5,79405,65281,133024,27.1,18.4,67440,105956,7064.0,30613,65584,23006,18.3,2014,"Springfield, OH"
90585,6.3,1.9,98265,75199,142174,9.7,18.6,69611,120181,8445.0,24742,72563,19167,23.2,2014,"State College, PA"
37605,8.7,24.8,44006,33092,65656,40.5,33.7,33630,52403,7395.0,14409,32026,7241,35.6,2014,"Statesboro, GA"
83437,6.8,6.2,70080,60851,115469,16.8,11.7,59530,94659,5108.0,23079,55939,22310,11.6,2014,"Staunton, VA"
43929,8.5,2.3,43427,37533,67056,16.4,16.8,32936,54937,5183.0,13565,34120,10064,18.8,2014,"Stevens Point, WI"
42075,5.5,13.4,48547,38080,72469,28.3,26.5,36071,58965,8146.0,15256,36398,8666,29.6,2014,"Stillwater, OK"
436928,10.1,3.7,425380,325553,703015,28.3,20.9,355578,529673,7273.0,196291,347437,81344,19.5,2014,"Stockton, CA"
67943,18.4,2.0,64103,47245,105631,32.9,24.1,55274,82125,6791.0,26569,50357,14959,21.7,2014,"Sumter, SC"
65089,11.9,5.4,53919,42736,89063,25.5,16.5,45116,73466,5665.0,17463,43947,17681,15.1,2014,"Sunbury, PA"
437982,8.1,2.8,395593,323110,631085,25.5,16.5,322489,508402,7016.0,138737,308596,96755,15.4,2014,"Syracuse, NY"
59928,13.5,4.3,53279,38542,87520,37.4,22.3,44923,70882,5722.0,19445,42597,14796,19.3,2014,"Talladega, AL"
219250,11.4,4.3,237808,190527,354103,25.0,22.8,181472,289204,7935.0,71855,172631,44440,24.3,2014,"Tallahassee, FL"
2054417,10.5,3.4,1748957,1402674,2869549,22.2,15.8,1480857,2351013,6929.0,587435,1388692,533157,15.2,2014,"Tampa, FL"
106325,8.0,4.6,97901,79286,159147,24.0,18.0,81740,126815,6410.0,36475,77407,24771,18.3,2014,"Terre Haute, IN"
94242,8.9,2.8,84009,62904,140354,31.8,20.0,72214,109254,6710.0,34257,68140,22088,18.1,2014,"Texarkana, TX"
93081,4.8,2.8,36958,26901,105034,23.5,9.3,55300,97294,6176.0,8483,49734,59593,13.3,2014,"The Villages, FL"
392594,8.2,4.8,368774,304281,589429,25.2,18.8,302249,470476,6444.0,135631,287180,85024,18.9,2014,"Toledo, OH"
155201,7.8,2.8,136048,117068,227681,17.8,13.4,116058,179128,5699.0,54949,111623,36684,13.1,2014,"Topeka, KS"
134466,6.0,0.7,114456,103010,182730,7.5,7.5,92687,152237,6552.0,35203,90043,33071,7.9,2014,"Torrington, CT"
105052,5.4,5.4,87022,74623,144478,11.8,9.8,73537,119022,5821.0,28950,70941,28506,10.6,2014,"Traverse City, MI"
242628,9.7,1.2,224262,191974,354647,16.8,11.9,182168,283920,7045.0,80804,172479,49581,10.7,2014,"Trenton, NJ"
73916,3.8,0.0,57667,45799,97956,17.2,10.7,49196,82719,7595.0,17545,48760,22744,11.4,2014,"Truckee, CA"
648850,9.0,6.3,585687,471334,974855,26.2,18.9,500956,785226,6538.0,213864,473899,175304,19.2,2014,"Tucson, AZ"
69007,8.5,9.8,59145,46862,100304,21.7,14.5,52311,79542,5633.0,23268,47993,17891,13.5,2014,"Tullahoma, TN"
629888,7.8,4.6,580909,485963,953358,20.8,14.4,487083,740744,6415.0,239089,466275,133360,13.2,2014,"Tulsa, OK"
90106,12.5,2.9,82529,64226,137209,27.8,19.1,70359,105595,6211.0,35331,66850,19349,17.0,2014,"Tupelo, MS"
142824,11.4,10.7,146622,106465,225042,24.8,19.0,115318,180881,6316.0,49388,109724,29032,18.5,2014,"Tuscaloosa, AL"
65215,11.4,6.4,60457,50338,103317,15.8,13.1,51763,78372,6153.0,27880,51554,14980,12.3,2014,"Twin Falls, ID"
139145,10.6,4.9,127326,101924,213978,27.6,19.0,111231,167025,6876.0,53670,102747,32982,17.6,2014,"Tyler, TX"
61165,7.3,16.9,50993,41092,86129,23.0,18.5,43364,70318,6761.0,18486,42765,16650,20.5,2014,"Ukiah, CA"
662682,7.5,1.9,596661,487485,959920,12.7,9.7,478861,772026,7012.0,209673,481059,153586,9.2,2014,"Urban Honolulu, HI"
197691,6.9,2.4,172952,142607,283381,29.1,17.5,144459,229103,5725.0,61134,138922,49295,16.3,2014,"Utica, NY"
81620,11.0,7.8,85535,64387,138779,37.1,26.0,72335,106236,6995.0,36296,66444,16948,24.3,2014,"Valdosta, GA"
282064,6.1,4.6,266337,214354,421821,17.2,12.3,216743,335017,6914.0,98142,205078,57342,11.9,2014,"Vallejo, CA"
63919,8.7,5.1,58722,49467,97624,29.2,16.7,49377,75968,6682.0,24699,48247,14203,13.5,2014,"Victoria, TX"
94974,7.0,5.8,88731,71196,144688,30.8,19.8,73858,113590,5047.0,35647,70830,20310,18.3,2014,"Vineland, NJ"
1110268,8.4,3.1,1050306,838908,1649088,17.7,12.4,853529,1311453,7182.0,381440,795559,217342,11.3,2014,"Virginia Beach, VA"
261153,14.9,6.2,264303,191454,452795,38.0,28.6,226537,325215,6487.0,142730,226258,45762,25.9,2014,"Visalia, CA"
155095,6.2,6.3,153887,119767,250574,29.4,19.7,129256,194605,7414.0,63058,121318,33629,18.7,2014,"Waco, TX"
38402,6.6,3.2,35015,29710,58365,14.7,13.8,30426,46504,7001.0,13501,27939,9849,15.4,2014,"Walla Walla, WA"
118842,6.5,2.6,113781,80969,181306,27.3,20.1,94613,140516,7973.0,45806,86693,21719,19.7,2014,"Warner Robins, GA"
50837,5.2,2.9,46412,39322,76489,20.2,13.2,38143,60487,5496.0,18548,38346,11529,12.5,2014,"Warsaw, IN"
4053940,7.1,1.9,3865934,3373448,5925998,11.1,8.7,3034098,4688019,7144.0,1386669,2891900,673395,8.1,2014,"Washington, DC"
107318,4.6,7.0,101029,90063,162737,15.1,12.9,82790,130907,6395.0,36200,79947,25508,14.2,2014,"Waterloo, IA"
56105,4.6,2.0,50278,44937,80789,16.7,11.8,40919,64889,7329.0,18330,39870,12181,11.8,2014,"Watertown, WI"
70545,5.9,1.1,69178,49154,112158,20.0,14.4,56166,86698,6088.0,28667,55992,14313,13.9,2014,"Watertown, NY"
92559,3.5,1.4,82330,74900,133453,14.6,9.4,66736,107289,6673.0,30423,66717,20700,9.0,2014,"Wausau, WI"
88051,7.0,3.9,73965,57185,121116,29.0,16.9,61457,100885,6960.0,23957,59659,23194,16.1,2014,"Weirton, WV"
74364,11.9,3.2,65514,54665,113282,18.7,14.3,56710,87591,6090.0,28664,56572,19104,13.1,2014,"Wenatchee, WA"
100323,7.8,6.3,84113,65734,137508,25.7,16.3,69475,113602,6657.0,26918,68033,26477,16.0,2014,"Wheeling, WV"
67080,6.7,11.9,63328,56319,100548,18.6,14.7,50036,81343,6739.0,22123,50512,15097,15.2,2014,"Whitewater, WI"
407507,7.9,5.4,379690,318208,629599,19.2,13.9,318124,481691,6285.0,166594,311475,83315,12.9,2014,"Wichita, KS"
89492,9.3,2.5,81675,67986,136237,30.6,19.2,71458,105958,6369.0,33819,64779,20743,17.0,2014,"Wichita Falls, TX"
78113,7.5,1.8,67109,55495,110679,27.0,17.1,55691,89953,6037.0,24025,54988,19545,16.4,2014,"Williamsport, PA"
184194,6.2,5.7,168986,139921,264291,22.7,17.9,137011,217796,7332.0,53015,127280,42290,19.3,2014,"Wilmington, NC"
54481,9.7,4.1,48151,36658,79860,44.5,24.6,42250,62898,6953.0,19014,37610,12695,20.7,2014,"Wilson, NC"
91407,9.9,4.4,80734,67211,131740,11.2,10.3,66833,104890,6361.0,29730,64907,21276,10.2,2014,"Winchester, VA"
438091,8.7,2.7,391839,313677,641979,27.6,18.8,334955,508213,6374.0,150331,307024,99809,17.9,2014,"Winston, NC"
51588,7.5,1.7,43049,39040,72587,17.5,10.8,36613,58625,6051.0,15794,35974,13744,9.4,2014,"Wisconsin Rapids, WI"
74640,4.3,5.6,66544,54528,112085,22.8,14.8,56292,86835,7543.0,28012,55793,17529,14.2,2014,"Wooster, OH"
622678,9.4,1.7,574126,502252,898546,14.7,11.2,458531,724405,6505.0,198386,440015,126034,10.3,2014,"Worcester, MA"
145569,8.9,4.8,140257,110527,244021,30.4,20.3,123198,178436,6141.0,73119,120823,30645,17.5,2014,"Yakima, WA"
300139,7.4,1.7,266243,232887,431302,15.2,10.2,218200,346580,6800.0,96740,213102,68319,9.1,2014,"York, PA"
379042,7.0,3.3,320174,259922,533437,28.7,17.2,277414,436838,6541.0,110968,256023,102295,16.5,2014,"Youngstown, OH"
106174,15.3,1.6,100311,74396,167428,21.9,17.8,84502,128194,7135.0,44728,82926,22389,16.5,2014,"Yuba City, CA"
124029,16.2,0.5,109544,84009,197775,28.6,22.4,97816,150675,6482.0,52494,99959,35737,21.4,2014,"Yuma, AZ"
57210,11.3,4.1,50334,38273,83697,23.9,19.3,42877,66871,5869.0,19483,40820,13880,19.7,2014,"Zanesville, OH"
214299,51.6,11.9,188219,107777,310349,63.0,53.7,159748,254133,7618.0,64773,150601,57357,51.1,2015,"Aguadilla, PR"
476887,6.4,3.4,432650,363725,689016,21.0,14.2,353009,561822,6640.0,146096,336007,110270,14.0,2015,"Akron, OH"
39387,13.4,12.6,35192,24781,60950,40.7,26.8,31255,46919,5878.0,15262,29695,10496,24.8,2015,"Alamogordo, NM"
98565,13.1,3.1,91383,69142,151625,34.6,24.6,81659,117619,6759.0,38471,69966,21771,23.0,2015,"Albany, GA"
82954,8.4,0.8,70798,54662,119489,20.8,15.9,60660,95210,7110.0,27607,58829,21084,16.3,2015,"Albany, OR"
597985,6.0,3.5,541627,461666,849858,13.9,10.2,430990,696742,6182.0,173874,418868,134357,10.1,2015,"Albany, NY"
63121,6.8,5.5,54548,41099,93598,37.2,20.9,47438,72789,5555.0,23122,46160,15928,18.1,2015,"Albertville, AL"
606954,10.4,6.1,554808,435036,894118,25.7,18.7,455154,713201,6874.0,205552,438964,133758,18.1,2015,"Albuquerque, NM"
97819,15.0,3.2,87212,66522,146956,33.9,22.0,76502,114418,5634.0,37312,70454,22432,18.7,2015,"Alexandria, LA"
568543,5.5,2.2,497869,431102,808406,15.7,9.9,413421,654478,6831.0,175340,394985,135197,9.0,2015,"Allentown, PA"
88126,9.1,0.0,73742,59020,122809,23.4,15.3,63336,100821,5698.0,25380,59473,23687,14.5,2015,"Altoona, PA"
161587,8.5,2.7,153702,130600,253080,20.2,14.4,128518,192343,6187.0,67129,124562,32249,13.1,2015,"Amarillo, TX"
48435,5.4,3.6,59712,49076,85533,8.5,20.7,42060,71454,7239.0,16103,43473,9718,26.5,2015,"Ames, IA"
249395,4.2,1.8,254312,207901,390950,13.3,8.7,190738,301364,7347.0,99951,200212,36687,7.6,2015,"Anchorage, AK"
218473,6.0,5.1,226964,187249,339418,13.7,14.6,170963,279378,7577.0,68188,168455,44266,16.5,2015,"Ann Arbor, MI"
77218,11.1,8.1,69244,52283,112553,32.1,20.0,58243,90607,6015.0,25119,54310,18190,17.9,2015,"Anniston, AL"
154873,4.4,0.8,143171,130057,229009,15.9,9.4,114887,180701,5744.0,55176,114122,30662,8.0,2015,"Appleton, WI"
130534,43.0,14.2,112352,58049,187397,63.4,50.5,96586,154373,6942.0,39283,90811,35762,48.3,2015,"Arecibo, PR"
322718,7.2,5.1,263761,209576,437440,23.6,15.4,227482,363968,5653.0,83142,209958,90537,15.7,2015,"Asheville, NC"
65808,8.2,0.0,56655,42914,95388,30.1,19.3,49390,76880,7254.0,21792,45998,16941,18.5,2015,"Ashtabula, OH"
36256,12.0,5.5,39388,27036,56045,32.0,32.2,27633,47580,7391.0,9430,28412,7227,35.9,2015,"Athens, OH"
54792,5.3,3.6,44808,34309,77996,19.2,13.6,40326,63457,6043.0,16822,37670,16366,14.5,2015,"Athens, TX"
118036,9.9,10.2,127624,96044,190282,31.6,27.1,98933,155818,7301.0,38811,91349,23847,28.9,2015,"Athens, GA"
3698520,8.0,3.6,3568688,2949621,5617097,20.2,13.9,2904588,4360183,7125.0,1424015,2712509,624394,12.4,2015,"Atlanta, GA"
185658,8.2,5.5,166315,142882,268591,22.3,14.3,139607,215807,6652.0,58909,128984,43367,13.1,2015,"Atlantic City, NJ"
51800,5.2,2.0,45210,39930,73558,16.2,10.7,36184,60724,6704.0,15520,37374,12828,10.4,2015,"Auburn, NY"
91664,11.7,6.0,101688,76526,151728,21.3,21.9,76687,121795,7909.0,33622,75041,16418,23.7,2015,"Auburn, AL"
383491,9.7,5.1,350296,263910,573721,29.0,19.1,298819,451831,7103.0,139117,274902,84308,17.5,2015,"Augusta, GA"
84717,10.5,4.3,72381,59371,115876,17.0,13.1,59914,95861,5643.0,22815,55962,20680,12.6,2015,"Augusta, ME"
1308106,7.5,3.0,1293072,1092954,1959300,15.2,11.7,981185,1535698,7519.0,473845,978115,192383,11.0,2015,"Austin, TX"
505223,9.9,8.9,510604,387140,852490,31.9,21.9,426708,625271,7569.0,254679,425782,87207,18.9,2015,"Bakersfield, CA"
1895155,7.9,2.1,1729827,1463437,2728013,13.8,10.6,1416862,2190037,7254.0,608788,1311151,389398,10.0,2015,"Baltimore, MD"
106137,8.7,4.5,93681,72528,145918,20.8,18.0,74512,122206,6633.0,27108,71406,25129,19.7,2015,"Bangor, ME"
163924,4.6,2.5,119172,110543,210767,6.6,6.6,111084,183345,6841.0,32426,99683,59169,7.6,2015,"Barnstable Town, MA"
519466,9.2,5.5,506642,412719,807292,22.5,16.2,418760,632107,6535.0,196864,388532,103786,15.2,2015,"Baton Rouge, LA"
89446,9.9,1.1,78882,60299,130258,21.0,15.8,67232,104287,5606.0,29681,63026,21695,15.5,2015,"Battle Creek, MI"
73981,8.0,2.4,63638,50226,103844,20.1,14.6,53069,85553,6195.0,21218,50775,18988,14.8,2015,"Bay City, MI"
256846,10.2,3.8,237630,181194,389847,20.2,15.7,199595,306121,6786.0,95748,190252,56469,15.2,2015,"Beaumont, TX"
59486,6.0,2.0,51895,45856,84268,9.2,7.6,41814,67733,5838.0,18550,42454,13823,7.5,2015,"Beaver Dam, WI"
84685,7.1,4.1,70300,47161,118341,25.7,18.0,60166,95543,6554.0,25447,58175,22594,18.8,2015,"Beckley, WV"
137844,8.6,6.4,132411,107277,207060,12.0,14.5,105374,170910,7174.0,41759,101686,32890,16.7,2015,"Bellingham, WA"
125109,6.4,2.8,104207,87576,174498,21.7,14.8,88456,141512,7124.0,36757,86042,33534,15.1,2015,"Bend, OR"
114399,6.4,2.7,100344,88211,165677,13.5,9.6,84266,131084,5979.0,38781,81411,26552,8.9,2015,"Billings, MT"
162234,6.5,5.7,145644,118672,235705,21.0,16.5,119566,194511,6599.0,47662,116139,42399,17.9,2015,"Binghamton, NY"
768533,9.2,4.1,691278,550033,1121603,22.3,15.7,587162,889634,6205.0,263682,534441,166643,14.8,2015,"Birmingham, AL"
87041,7.5,6.7,79845,73186,125829,11.4,10.5,62573,100517,6117.0,27800,63256,18184,10.9,2015,"Bismarck, ND"
107866,5.5,5.6,110972,86735,165836,11.6,19.0,83357,139659,8286.0,28911,82479,25953,24.0,2015,"Blacksburg, VA"
113713,5.8,0.5,117731,101497,181021,7.3,11.5,93226,144896,7821.0,40945,87795,22345,14.0,2015,"Bloomington, IL"
94551,5.4,5.8,102849,81821,149518,22.1,24.2,74515,126056,8244.0,26296,75003,20373,28.5,2015,"Bloomington, IN"
56121,7.3,6.4,49398,38906,79430,17.1,13.3,40785,66254,7395.0,15379,38645,14653,13.8,2015,"Bloomsburg, PA"
