city,Year,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons
"Muncie, IN",2013,31392,3667609,116831
"Muncie, IN",2014,32748,3814761,116487
"Muncie, IN",2015,33929,3927884,115767
"Muncie, IN",2016,34563,3997455,115657
"Muncie, IN",2017,35842,4130590,115246
"Muncie, IN",2018,36942,4222330,114297
"Muskegon, MI",2000,24019,4092775,170396
"Muskegon, MI",2001,24315,4159287,171055
"Muskegon, MI",2002,24404,4186806,171563
"Muskegon, MI",2003,24886,4287127,172269
"Muskegon, MI",2004,25340,4378094,172771
"Muskegon, MI",2005,26020,4517295,173608
"Muskegon, MI",2006,27062,4700935,173710
"Muskegon, MI",2007,27900,4847268,173738
"Muskegon, MI",2008,28347,4928093,173846
"Muskegon, MI",2009,27655,4777584,172755
"Muskegon, MI",2010,28880,4964769,171913
"Muskegon, MI",2011,30546,5193580,170026
"Muskegon, MI",2012,31737,5400288,170159
"Muskegon, MI",2013,31731,5466398,172273
"Muskegon, MI",2014,33438,5759862,172254
"Muskegon, MI",2015,35111,6054786,172447
"Muskegon, MI",2016,36024,6240268,173227
"Muskegon, MI",2017,36971,6419878,173645
"Muskegon, MI",2018,38289,6646850,173599
"Myrtle Beach, SC",2000,24222,6582115,271736
"Myrtle Beach, SC",2001,24632,6847479,277987
"Myrtle Beach, SC",2002,24588,7004137,284862
"Myrtle Beach, SC",2003,25433,7434252,292309
"Myrtle Beach, SC",2004,27144,8208881,302421
"Myrtle Beach, SC",2005,28512,9059535,317745
"Myrtle Beach, SC",2006,29840,10030234,336132
"Myrtle Beach, SC",2007,30579,10747583,351472
"Myrtle Beach, SC",2008,30655,11154315,363866
"Myrtle Beach, SC",2009,29726,11040831,371417
"Myrtle Beach, SC",2010,29911,11316565,378343
"Myrtle Beach, SC",2011,30785,11872402,385650
"Myrtle Beach, SC",2012,31625,12438165,393299
"Myrtle Beach, SC",2013,32326,13050332,403705
"Myrtle Beach, SC",2014,33853,14085241,416065
"Myrtle Beach, SC",2015,35508,15311057,431198
"Myrtle Beach, SC",2016,36702,16418302,447337
"Myrtle Beach, SC",2017,37747,17496097,463514
"Myrtle Beach, SC",2018,39355,18928980,480985
"Napa, CA",2000,38583,4806032,124565
"Napa, CA",2001,41091,5211017,126818
"Napa, CA",2002,41151,5298003,128744
"Napa, CA",2003,41192,5360694,130138
"Napa, CA",2004,41758,5444685,130387
"Napa, CA",2005,44178,5759965,130381
"Napa, CA",2006,46689,6136864,131440
"Napa, CA",2007,47968,6359725,132583
"Napa, CA",2008,47772,6405899,134093
"Napa, CA",2009,46103,6236780,135280
"Napa, CA",2010,46713,6388392,136759
"Napa, CA",2011,48880,6730335,137691
"Napa, CA",2012,53739,7444938,138538
"Napa, CA",2013,55523,7749903,139580
"Napa, CA",2014,59800,8396221,140405
"Napa, CA",2015,64697,9113309,140862
"Napa, CA",2016,68426,9637180,140840
"Napa, CA",2017,70649,9882187,139878
"Napa, CA",2018,72043,9998840,138789
"Naples, FL",2000,42753,10859890,254015
"Naples, FL",2001,46177,12201712,264240
"Naples, FL",2002,46240,12738779,275490
"Naples, FL",2003,47532,13561771,285321
"Naples, FL",2004,52866,15649504,296021
"Naples, FL",2005,58799,18077850,307452
"Naples, FL",2006,66757,20869500,312621
"Naples, FL",2007,69454,21838774,314437
"Naples, FL",2008,68161,21582424,316641
"Naples, FL",2009,57409,18283821,318485
"Naples, FL",2010,62567,20182883,322581
"Naples, FL",2011,64829,21240021,327629
"Naples, FL",2012,71923,23895153,332233
"Naples, FL",2013,69392,23522984,338987
"Naples, FL",2014,77435,26886324,347211
"Naples, FL",2015,83159,29607837,356041
"Naples, FL",2016,85274,31162883,365445
"Naples, FL",2017,89607,33394573,372678
"Naples, FL",2018,98303,37178408,378201
"Nashville, TN",2000,32038,43730293,1364950
"Nashville, TN",2001,32208,44653193,1386403
"Nashville, TN",2002,32817,46096231,1404664
"Nashville, TN",2003,33716,48103435,1426723
"Nashville, TN",2004,35207,51218442,1454773
"Nashville, TN",2005,36364,54086418,1487370
"Nashville, TN",2006,38524,58912013,1529238
"Nashville, TN",2007,39450,61852087,1567875
"Nashville, TN",2008,40358,64665001,1602302
"Nashville, TN",2009,39949,65102819,1629646
"Nashville, TN",2010,41763,68943418,1650831
"Nashville, TN",2011,43975,73638452,1674534
"Nashville, TN",2012,46437,79110918,1703609
"Nashville, TN",2013,46603,80856009,1735012
"Nashville, TN",2014,49204,87010427,1768350
"Nashville, TN",2015,51865,93598973,1804671
"Nashville, TN",2016,53648,98782316,1841294
"Nashville, TN",2017,55729,104464974,1874515
"Nashville, TN",2018,58779,111957997,1904726
"New Bern, NC",2000,26033,2997830,115156
"New Bern, NC",2001,26368,3068917,116388
"New Bern, NC",2002,26428,3056761,115664
"New Bern, NC",2003,27972,3238496,115776
"New Bern, NC",2004,29977,3492903,116520
"New Bern, NC",2005,31837,3749986,117787
"New Bern, NC",2006,32870,3941608,119915
"New Bern, NC",2007,34996,4230018,120873
"New Bern, NC",2008,36062,4417220,122491
"New Bern, NC",2009,35334,4423884,125202
"New Bern, NC",2010,35889,4573112,127423
"New Bern, NC",2011,36838,4720255,128135
"New Bern, NC",2012,37945,4872465,128409
"New Bern, NC",2013,37803,4807477,127172
"New Bern, NC",2014,39056,4951413,126778
"New Bern, NC",2015,40395,5064377,125371
"New Bern, NC",2016,41104,5137343,124985
"New Bern, NC",2017,41850,5218826,124703
"New Bern, NC",2018,43517,5421548,124584
"New Haven, CT",2000,35370,29176730,824911
"New Haven, CT",2001,36950,30663947,829875
"New Haven, CT",2002,37220,31082115,835099
"New Haven, CT",2003,37393,31482775,841939
"New Haven, CT",2004,38644,32635438,844505
"New Haven, CT",2005,39921,33819514,847162
"New Haven, CT",2006,42347,36003724,850207
"New Haven, CT",2007,44383,37885017,853598
"New Haven, CT",2008,45475,38955001,856622
"New Haven, CT",2009,44121,37945275,860025
"New Haven, CT",2010,44925,38786438,863357
"New Haven, CT",2011,46781,40413121,863871
"New Haven, CT",2012,48089,41576477,864566
"New Haven, CT",2013,48597,41930035,862820
"New Haven, CT",2014,50298,43401306,862885
"New Haven, CT",2015,51867,44615600,860186
"New Haven, CT",2016,52695,45206790,857901
"New Haven, CT",2017,53582,45960269,857748
"New Haven, CT",2018,55779,47801068,856971
"New Orleans, LA",2000,27158,36372553,1339280
"New Orleans, LA",2001,28889,38842243,1344528
"New Orleans, LA",2002,29531,40004485,1354638
"New Orleans, LA",2003,30056,41030399,1365146
"New Orleans, LA",2004,30324,41777590,1377699
"New Orleans, LA",2005,31482,43647642,1386429
"New Orleans, LA",2006,40603,42234834,1040195
"New Orleans, LA",2007,44774,49088678,1096365
"New Orleans, LA",2008,44258,50270052,1135831
"New Orleans, LA",2009,41298,48229201,1167842
"New Orleans, LA",2010,42609,50931119,1195324
"New Orleans, LA",2011,42676,51808922,1214008
"New Orleans, LA",2012,45127,55365993,1226887
"New Orleans, LA",2013,44945,55713717,1239584
"New Orleans, LA",2014,47432,59237931,1248905
"New Orleans, LA",2015,48260,60820971,1260281
"New Orleans, LA",2016,48132,61012409,1267613
"New Orleans, LA",2017,50015,63535209,1270326
"New Orleans, LA",2018,52963,67270399,1270133
"New York, NY",2000,41002,752632081,18356204
"New York, NY",2001,42296,781490771,18476764
"New York, NY",2002,42019,779638097,18554586
"New York, NY",2003,42411,788802401,18598803
"New York, NY",2004,44393,825617646,18597871
"New York, NY",2005,46445,862421257,18568830
"New York, NY",2006,50442,935138611,18538752
"New York, NY",2007,54313,1008722284,18572325
"New York, NY",2008,54869,1024525568,18672355
"New York, NY",2009,52897,994467589,18800157
"New York, NY",2010,54632,1033820797,18923407
"New York, NY",2011,57452,1094617223,19052774
"New York, NY",2012,60160,1152045984,19149689
"New York, NY",2013,60684,1166746613,19226449
"New York, NY",2014,63479,1223930339,19280929
"New York, NY",2015,66212,1279279091,19320968
"New York, NY",2016,68703,1328347854,19334778
"New York, NY",2017,73093,1412351029,19322607
"New York, NY",2018,76565,1475920082,19276644
"Niles, MI",2000,27102,4403244,162471
"Niles, MI",2001,28285,4558288,161153
"Niles, MI",2002,28623,4596958,160604
"Niles, MI",2003,29276,4693303,160314
"Niles, MI",2004,30586,4885871,159742
"Niles, MI",2005,30876,4894114,158510
"Niles, MI",2006,32578,5132286,157537
"Niles, MI",2007,34259,5391689,157378
"Niles, MI",2008,35920,5653119,157380
"Niles, MI",2009,34259,5380635,157059
"Niles, MI",2010,36122,5661580,156737
"Niles, MI",2011,37467,5878073,156885
"Niles, MI",2012,37779,5916924,156621
"Niles, MI",2013,38275,5975892,156129
"Niles, MI",2014,40036,6244630,155977
"Niles, MI",2015,42553,6596620,155022
"Niles, MI",2016,44049,6797871,154325
"Niles, MI",2017,45376,6993722,154128
"Niles, MI",2018,47461,7299007,153790
"North Port, FL",2000,36261,21496072,592809
"North Port, FL",2001,35449,21481795,605988
"North Port, FL",2002,35614,22100132,620540
"North Port, FL",2003,36546,23201814,634862
"North Port, FL",2004,39454,25800018,653934
"North Port, FL",2005,42391,28603450,674757
"North Port, FL",2006,45321,31050735,685132
"North Port, FL",2007,45687,31603521,691735
"North Port, FL",2008,44060,30663419,695944
"North Port, FL",2009,40139,28016261,697973
"North Port, FL",2010,41702,29331427,703354
"North Port, FL",2011,43935,31184224,709775
"North Port, FL",2012,44335,31933841,720281
"North Port, FL",2013,44917,32869881,731796
"North Port, FL",2014,48666,36364450,747228
"North Port, FL",2015,51503,39518980,767309
"North Port, FL",2016,52435,41336408,788341
"North Port, FL",2017,54813,44134891,805186
"North Port, FL",2018,57104,46866563,820716
"Norwich, CT",2000,34012,8837995,259848
"Norwich, CT",2001,35330,9235037,261396
"Norwich, CT",2002,36110,9558155,264698
"Norwich, CT",2003,37498,9996434,266584
"Norwich, CT",2004,39818,10694906,268595
"Norwich, CT",2005,40844,11014231,269664
"Norwich, CT",2006,42582,11531739,270814
"Norwich, CT",2007,44951,12166893,270669
"Norwich, CT",2008,46390,12647402,272634
"Norwich, CT",2009,45944,12571719,273630
"Norwich, CT",2010,46409,12716139,274004
"Norwich, CT",2011,48438,13225442,273037
"Norwich, CT",2012,49424,13546583,274091
"Norwich, CT",2013,49500,13512234,272976
"Norwich, CT",2014,51230,13906974,271462
"Norwich, CT",2015,53819,14511658,269636
"Norwich, CT",2016,55010,14764966,268403
"Norwich, CT",2017,56543,15120632,267419
"Norwich, CT",2018,57912,15421095,266285
"Ocala, FL",2000,23402,6089645,260221
"Ocala, FL",2001,24279,6423200,264553
"Ocala, FL",2002,24178,6569582,271716
"Ocala, FL",2003,24950,6988191,280091
"Ocala, FL",2004,26124,7606483,291164
"Ocala, FL",2005,27996,8498506,303558
"Ocala, FL",2006,29771,9416850,316310
"Ocala, FL",2007,30239,9846846,325634
"Ocala, FL",2008,30127,9943547,330052
"Ocala, FL",2009,29100,9628706,330880
"Ocala, FL",2010,30073,9964115,331331
"Ocala, FL",2011,31218,10373226,332286
"Ocala, FL",2012,31799,10616930,333873
"Ocala, FL",2013,31269,10477835,335083
"Ocala, FL",2014,32634,11030448,338005
"Ocala, FL",2015,33591,11494178,342182
"Ocala, FL",2016,34775,12083101,347469
"Ocala, FL",2017,36141,12770003,353339
"Ocala, FL",2018,37219,13363961,359062
"Ocean City, NJ",2000,33064,3382880,102314
"Ocean City, NJ",2001,35479,3619625,102023
"Ocean City, NJ",2002,36753,3737561,101694
"Ocean City, NJ",2003,37345,3798311,101710
"Ocean City, NJ",2004,39755,3994672,100482
"Ocean City, NJ",2005,41123,4082240,99269
"Ocean City, NJ",2006,42287,4173562,98695
"Ocean City, NJ",2007,42898,4190532,97686
"Ocean City, NJ",2008,42968,4191565,97550
"Ocean City, NJ",2009,43247,4205243,97238
"Ocean City, NJ",2010,44690,4344431,97212
"Ocean City, NJ",2011,46934,4528802,96494
"Ocean City, NJ",2012,48772,4693248,96228
"Ocean City, NJ",2013,49561,4732960,95498
"Ocean City, NJ",2014,51478,4885629,94907
"Ocean City, NJ",2015,54054,5089757,94160
"Ocean City, NJ",2016,56059,5250224,93655
"Ocean City, NJ",2017,58019,5403297,93129
"Ocean City, NJ",2018,60264,5571180,92446
"Odessa, TX",2000,21276,2567858,120694
"Odessa, TX",2001,23064,2786122,120802
"Odessa, TX",2002,23291,2846172,122199
"Odessa, TX",2003,23636,2901004,122739
"Odessa, TX",2004,24010,2981155,124163
"Odessa, TX",2005,26490,3321309,125378
"Odessa, TX",2006,30358,3869920,127476
"Odessa, TX",2007,32937,4296957,130459
"Odessa, TX",2008,37235,4954628,133064
"Odessa, TX",2009,32748,4484184,136930
"Odessa, TX",2010,34961,4792296,137075
"Odessa, TX",2011,39573,5526086,139642
"Odessa, TX",2012,44675,6455247,144495
"Odessa, TX",2013,43880,6566935,149656
"Odessa, TX",2014,47846,7396421,154588
"Odessa, TX",2015,42026,6720151,159903
"Odessa, TX",2016,37802,5967285,157858
"Odessa, TX",2017,42824,6721220,156951
"Odessa, TX",2018,48449,7846736,161960
"Ogden, UT",2000,24317,11864395,487906
"Ogden, UT",2001,25547,12657540,495459
"Ogden, UT",2002,25989,13105070,504247
"Ogden, UT",2003,26687,13690993,513021
"Ogden, UT",2004,27512,14371671,522374
"Ogden, UT",2005,28881,15377014,532425
"Ogden, UT",2006,31078,16960587,545746
"Ogden, UT",2007,33064,18574058,561767
"Ogden, UT",2008,33488,19323802,577040
"Ogden, UT",2009,32057,18874078,588773
"Ogden, UT",2010,32213,19319224,599740
"Ogden, UT",2011,34028,20607121,605591
"Ogden, UT",2012,35499,21732032,612185
"Ogden, UT",2013,35720,22190350,621224
"Ogden, UT",2014,37031,23358099,630767
"Ogden, UT",2015,38896,24906466,640334
"Ogden, UT",2016,40429,26378976,652476
"Ogden, UT",2017,41878,27808940,664040
"Ogden, UT",2018,44096,29705915,673660
"Oklahoma City, OK",2000,26548,29153545,1098132
"Oklahoma City, OK",2001,28323,31406335,1108860
"Oklahoma City, OK",2002,28746,32259980,1122241
"Oklahoma City, OK",2003,30261,34328842,1134419
"Oklahoma City, OK",2004,31647,36252239,1145524
"Oklahoma City, OK",2005,33987,39469521,1161308
"Oklahoma City, OK",2006,36728,43437242,1182668
"Oklahoma City, OK",2007,37257,44695878,1199665
"Oklahoma City, OK",2008,40324,49059532,1216645
"Oklahoma City, OK",2009,37986,47018866,1237780
"Oklahoma City, OK",2010,38712,48691611,1257793
"Oklahoma City, OK",2011,40793,52094553,1277045
"Oklahoma City, OK",2012,42418,55052398,1297857
"Oklahoma City, OK",2013,42900,56634702,1320148
"Oklahoma City, OK",2014,44924,60029999,1336256
"Oklahoma City, OK",2015,45323,61511862,1357178
"Oklahoma City, OK",2016,44458,61039624,1372985
"Oklahoma City, OK",2017,46034,63595536,1381492
"Oklahoma City, OK",2018,47607,66345545,1393605
"Olympia, WA",2000,30842,6423909,208287
"Olympia, WA",2001,32130,6825127,212421
"Olympia, WA",2002,32435,7016203,216313
"Olympia, WA",2003,33410,7333530,219499
"Olympia, WA",2004,34594,7713902,222985
"Olympia, WA",2005,35740,8113695,227023
"Olympia, WA",2006,37430,8709600,232688
"Olympia, WA",2007,39727,9445873,237772
"Olympia, WA",2008,41334,10099305,244332
"Olympia, WA",2009,40089,10019706,249936
"Olympia, WA",2010,40535,10255275,253001
"Olympia, WA",2011,41076,10531353,256386
"Olympia, WA",2012,42403,10962313,258527
"Olympia, WA",2013,42554,11142838,261852
"Olympia, WA",2014,44182,11704179,264909
"Olympia, WA",2015,45768,12264741,267978
"Olympia, WA",2016,47109,12894517,273714
"Olympia, WA",2017,48569,13612403,280269
"Olympia, WA",2018,50469,14437014,286056
"Omaha, NE",2000,32831,25256736,769291
"Omaha, NE",2001,33748,26194321,776165
"Omaha, NE",2002,34514,27044302,783567
"Omaha, NE",2003,35299,27959614,792086
"Omaha, NE",2004,37388,30030316,803214
"Omaha, NE",2005,38250,31147406,814309
"Omaha, NE",2006,40684,33562605,824961
"Omaha, NE",2007,42525,35489492,834554
"Omaha, NE",2008,44175,37333138,845119
"Omaha, NE",2009,43000,36818344,856233
"Omaha, NE",2010,44912,38968526,867671
"Omaha, NE",2011,48605,42578963,876022
"Omaha, NE",2012,50406,44587051,884555
"Omaha, NE",2013,48698,43529572,893864
"Omaha, NE",2014,52044,47013108,903335
"Omaha, NE",2015,53835,49154914,913073
"Omaha, NE",2016,52984,48927405,923431
"Omaha, NE",2017,54968,51228997,931987
"Omaha, NE",2018,57374,53987434,940970
"Orlando, FL",2000,27632,45783262,1656890
"Orlando, FL",2001,27517,47064753,1710359
"Orlando, FL",2002,27762,48871194,1760345
"Orlando, FL",2003,28671,51938481,1811544
"Orlando, FL",2004,30078,56489446,1878077
"Orlando, FL",2005,31742,62081611,1955794
"Orlando, FL",2006,33524,67720927,2020057
"Orlando, FL",2007,34426,70843470,2057865
"Orlando, FL",2008,34168,71324561,2087489
"Orlando, FL",2009,32083,67757615,2111917
"Orlando, FL",2010,33258,71145046,2139161
"Orlando, FL",2011,34607,75307750,2176054
"Orlando, FL",2012,35315,78597650,2225636
"Orlando, FL",2013,35572,80753814,2270149
"Orlando, FL",2014,37324,86755807,2324391
"Orlando, FL",2015,39216,93667702,2388509
"Orlando, FL",2016,40012,98253100,2455583
"Orlando, FL",2017,41906,105508915,2517777
"Orlando, FL",2018,43717,112563950,2574838
"Oshkosh, WI",2000,29070,4567056,157103
"Oshkosh, WI",2001,29902,4729323,158163
"Oshkosh, WI",2002,30409,4839129,159134
"Oshkosh, WI",2003,31318,4993340,159440
"Oshkosh, WI",2004,33023,5288005,160130
"Oshkosh, WI",2005,33729,5445595,161451
"Oshkosh, WI",2006,35610,5794689,162727
"Oshkosh, WI",2007,36652,6012330,164037
"Oshkosh, WI",2008,37389,6165768,164910
"Oshkosh, WI",2009,35981,5988351,166429
"Oshkosh, WI",2010,37175,6210926,167073
"Oshkosh, WI",2011,39307,6583641,167493
"Oshkosh, WI",2012,40287,6789412,168525
"Oshkosh, WI",2013,39862,6747883,169283
"Oshkosh, WI",2014,41579,7040261,169324
"Oshkosh, WI",2015,43622,7382861,169246
"Oshkosh, WI",2016,44687,7580226,169629
"Oshkosh, WI",2017,46047,7846139,170394
"Oshkosh, WI",2018,47974,8197668,170878
"Owensboro, KY",2000,24426,2688376,110064
"Owensboro, KY",2001,25040,2754177,109991
"Owensboro, KY",2002,25725,2834661,110190
"Owensboro, KY",2003,26454,2929426,110735
"Owensboro, KY",2004,27964,3103965,110999
"Owensboro, KY",2005,29297,3265728,111469
"Owensboro, KY",2006,31012,3478053,112152
"Owensboro, KY",2007,32897,3714049,112900
"Owensboro, KY",2008,36271,4122278,113651
"Owensboro, KY",2009,34650,3963466,114385
"Owensboro, KY",2010,35168,4036253,114770
"Owensboro, KY",2011,36439,4199734,115255
"Owensboro, KY",2012,36473,4229886,115972
"Owensboro, KY",2013,37353,4346933,116373
"Owensboro, KY",2014,38842,4526204,116529
"Owensboro, KY",2015,39723,4668270,117521
"Owensboro, KY",2016,38928,4597057,118092
"Owensboro, KY",2017,39931,4729977,118455
"Owensboro, KY",2018,41075,4882979,118879
"Oxnard, CA",2000,34097,25794754,756506
"Oxnard, CA",2001,35646,27329236,766689
"Oxnard, CA",2002,36089,28131365,779489
"Oxnard, CA",2003,37777,29771089,788070
"Oxnard, CA",2004,40162,31888322,793994
"Oxnard, CA",2005,41731,33142995,794197
"Oxnard, CA",2006,44528,35541861,798183
"Oxnard, CA",2007,46130,36905439,800027
"Oxnard, CA",2008,46070,37148453,806353
"Oxnard, CA",2009,44473,36251505,815130
"Oxnard, CA",2010,45912,37882017,825097
"Oxnard, CA",2011,48064,39898290,830099
"Oxnard, CA",2012,50010,41683974,833516
"Oxnard, CA",2013,50453,42286159,838136
"Oxnard, CA",2014,53064,44695387,842297
"Oxnard, CA",2015,55534,46970746,845802
"Oxnard, CA",2016,57270,48525841,847323
"Oxnard, CA",2017,58970,50067967,849044
"Oxnard, CA",2018,61900,52500391,848142
"Palm Bay, FL",2000,27710,13240479,477819
"Palm Bay, FL",2001,28424,13826085,486429
"Palm Bay, FL",2002,28810,14273399,495425
"Palm Bay, FL",2003,30138,15215265,504847
"Palm Bay, FL",2004,31554,16367614,518722
"Palm Bay, FL",2005,33288,17639535,529907
"Palm Bay, FL",2006,35293,18886393,535138
"Palm Bay, FL",2007,36334,19610292,539719
"Palm Bay, FL",2008,37060,20100410,542378
"Palm Bay, FL",2009,35576,19286275,542109
"Palm Bay, FL",2010,36715,19971497,543965
"Palm Bay, FL",2011,38163,20774242,544359
"Palm Bay, FL",2012,38092,20834899,546966
